EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,
142845,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,11/01/2008,1945,Debris Flow, , ,0,0,50000,0,CA,PST-8, ,24589,Z,530,MTR,0,0,Public, , , , , , , , ,11/01/2008,2015, , , , ,"Heavy rain over the fire scarred Santa Lucia Mountains resulted in a few debris flows and flash flooding along the Big Sur Coast.  The Juan Higuera Creek, Redwood Creek and Big Sur River filled with debris flooding the Grange in Big Sur and producing a debris flow through a residence.  Also, a foot bridge and two fish ponds were destroyed as a six foot debris flow passed by yet another residence. Highway One was closed along the Big Sur Coast as rocks and trees settled on the roadway.","A warm winter storm brought heavy rain to Northern and Central California inducing debris flows over recent fire scarred areas, causing power outages, downing trees and causing numerous traffic collisions.",11,,
153793,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,02/15/2009,400,High Wind,52.00, ,0,0,15000,0,CA,PST-8,EG,26285,Z,530,MTR,0,0,Newspaper, , , , , , , , ,02/15/2009,600, , , , ,A 40-foot pine tree was uprooted on the third fairway of the Pebble Beach Golf Course due to gusty winds of up to an estimated 60 mph. At 2:40 p.m. the Point Sur Lighthouse observation station reported a peak wind gust to 58 mph.,"An approaching Eastern Pacific storm produced strong wind and heavy rain behind the warm front as it moved through the San Francisco Bay Area. Over 61,000 Bay Area customers lost power between 3 a.m. and 4 p.m.",12,,
154389,NORTHERN SALINAS VALLEY / HOLLISTER VALLEY / CARMEL VALLEY (ZONE), ,02/15/2009,500,Strong Wind,45.00, ,0,0,10000,0,CA,PST-8,EG,26285,Z,528,MTR,0,0,Newspaper, , , , , , , , ,02/15/2009,600, , , , ,Strong wind caused power outages in Salinas with 5988 residents without power for an hour.,"An approaching Eastern Pacific storm produced strong wind and heavy rain behind the warm front as it moved through the San Francisco Bay Area. Over 61,000 Bay Area customers lost power between 3 a.m. and 4 p.m.",13,,
154373,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,02/17/2009,618,Debris Flow, , ,0,0,0,0,CA,PST-8, ,26362,Z,530,MTR,0,0,Newspaper, , , , , , , , ,02/17/2009,633, , , , ,Highway 1 in the Big Sur area was closed due to a mudslide.,"A deep low pressure system brought heavy rain leading to mudslides and flooding, more snow and damaging winds to Northern and Central California. About 5000 customers lost power around the San Francisco Bay Area.",14,,
158983,NORTHERN SALINAS VALLEY / HOLLISTER VALLEY / CARMEL VALLEY (ZONE), ,03/22/2009,1345,Strong Wind,43.00, ,0,0,5000,0,CA,PST-8,EG,27086,Z,528,MTR,0,0,Newspaper, , , , , , , , ,03/22/2009,1415, , , , ,"Strong winds toppled a pine tree at the Saddle Ranch Resort onto a trailer trapping the occupant inside for an hour before he was extricated uninjured. Also, in and around Carmel Valley, there were many roads temporarily blocked due to trees and limbs blown down by the wind.",A storm from the Northern Pacific Ocean brought strong winds to the Central Coast of California.,15,,
166595,MONTEREY CO.,BIG SUR,04/07/2009,1530,Flash Flood, , ,0,0,40000,0,CA,PST-8, ,28322,C,53,MTR,0,0,Law Enforcement,Heavy Rain / Burn Area, , ,0,WNW,2,WNW,BIG SUR,04/07/2009,1730,36.2732,-121.8071,36.275,-121.8274,"Heavy rain fell on top of a recently burned forest causing flash flooding and debris flows. More than three feet of mud covered State Route One closing it for several hours. Vehicles parked at the Big Sur Lodge were stuck in mud and debris. One vehicle was even forced into a culvert and buried. At least three separate debris flows were reported along Highway One, all within a 3 mile span.",A low pressure system cut off from the main flow brought brief heavy rain to central California.,16,,
167422,NORTHERN SALINAS VALLEY / HOLLISTER VALLEY / CARMEL VALLEY (ZONE), ,04/14/2009,1415,Strong Wind,43.00, ,0,0,65000,0,CA,PST-8,EG,28416,Z,528,MTR,0,0,Newspaper, , , , , , , , ,04/14/2009,1445, , , , ,"Strong winds toppled a large eucalyptus tree onto a vehicle and across Highway 68 near the Toro Cafe. The tree sheared power lines on its way down causing a power outage. Other power lines were blown down around Monterey County affecting 4,500 customers.","A mainly dry Pacific storm produced damaging wind to the San Francisco and Monterey Bay Areas. Widespread power outages, downed power lines and trees, boats broken loose from there moorings, and even a big-rig forced onto its side were casualties of this powerful system.  Over 55,000 customers lost power during this storm.",17,,
200614,SOUTHERN SALINAS VALLEY / ARROYO SECO / LAKE SAN ANTONIO (ZONE), ,10/13/2009,430,High Wind,50.00, ,0,0,1000000,0,CA,PST-8,EG,34569,Z,516,MTR,0,0,Newspaper, , , , , , , , ,10/13/2009,1700, , , , ,"A 500-kilowatt power line about 20 miles east of Moss Landing was blown down around 1:30 p.m. PDT. In Salinas, on the Hartnell College campus, a 60-foot eucalyptus tree fell onto a car and blocked Villa Street at 4:30 a.m. PDT.  In total, about 100 locations were visited by city crews in order to cut or remove trees blocking roads and sidewalks. In Gonzales, several trees were blown down.","A strong low pressure system made its way through Northern and Central California accompanied by deep tropical moisture and very strong winds.  Heavy rain combined with the wind to cause numerous trees, tree limbs and pole/telephone powers to fall.  Pacific Gas and Electric reported over 277,000 customers had lost power in the San Francisco and Monterey Bay Areas with a cost of over thirteen million dollars in damages.  The record breaking heavy rain also led to flooding and debris flows.",18,,
200613,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,10/13/2009,700,High Wind,51.00, ,0,0,25000,0,CA,PST-8,EG,34569,Z,530,MTR,0,0,Trained Spotter, , , , , , , , ,10/13/2009,1715, , , , ,"A trained spotter reported an estimated wind gust to 59 mph in Monterey. At Schulte Road near Highway 16 a large tree was blown over blocking the entire roadway. On Holman Highway near Skyline Drive a tree fell onto a County Office of Education bus. In Pacific Grove, power lines and trees were toppled. One tree fell and damaged two houses on Presidio Boulevard. In Carmel Highlands a large tree fell onto a car on Yankee Point Drive.","A strong low pressure system made its way through Northern and Central California accompanied by deep tropical moisture and very strong winds.  Heavy rain combined with the wind to cause numerous trees, tree limbs and pole/telephone powers to fall.  Pacific Gas and Electric reported over 277,000 customers had lost power in the San Francisco and Monterey Bay Areas with a cost of over thirteen million dollars in damages.  The record breaking heavy rain also led to flooding and debris flows.",19,,
200611,SANTA LUCIA MOUNTAINS AND LOS PADRES NATIONAL FOREST (ZONE), ,10/13/2009,800,High Wind,70.00, ,0,0,0,0,CA,PST-8,MG,34569,Z,517,MTR,0,0,Mesonet, , , , , , , , ,10/13/2009,1400, , , , ,"High winds were reported in many locations in the Santa Lucia Mountains.  Here are a few of the reports:  At ten miles southeast of Cachagua a mesonet site recorded a peak gust of 81 mph at 8:01 a.m. PDT, at 4 miles north of the Pico Blanco Campground a trained spotter reported an estimated wind gust of 69 mph at 9:45 a.m. PDT, at Highlands Peak a peak gust of 62 mph was recorded at 1:40 p.m. PDT.","A strong low pressure system made its way through Northern and Central California accompanied by deep tropical moisture and very strong winds.  Heavy rain combined with the wind to cause numerous trees, tree limbs and pole/telephone powers to fall.  Pacific Gas and Electric reported over 277,000 customers had lost power in the San Francisco and Monterey Bay Areas with a cost of over thirteen million dollars in damages.  The record breaking heavy rain also led to flooding and debris flows.",20,,
200610,MOUNTAINS OF SAN BENITO COUNTY AND INTERIOR MONTEREY COUNTY INCLUDING PINNACLES NATIONAL MONUMENT (ZONE), ,10/13/2009,830,High Wind,59.00, ,0,0,0,0,CA,PST-8,MG,34569,Z,518,MTR,0,0,RAWS, , , , , , , , ,10/13/2009,1400, , , , ,High winds blew up to 68 miles per hour.  At the Hernandez RAWS the winds gusted to 63 mph at 10:07 a.m. PDT.A power emergency was declared by the California's Electricity Grid Manager after strong winds knocked down a high-voltage transmission line in San Benito County.,"A strong low pressure system made its way through Northern and Central California accompanied by deep tropical moisture and very strong winds.  Heavy rain combined with the wind to cause numerous trees, tree limbs and pole/telephone powers to fall.  Pacific Gas and Electric reported over 277,000 customers had lost power in the San Francisco and Monterey Bay Areas with a cost of over thirteen million dollars in damages.  The record breaking heavy rain also led to flooding and debris flows.",21,,
200615,MONTEREY CO.,BOLSA KNOLLS,10/13/2009,1200,Flood, , ,0,0,200000,0,CA,PST-8, ,34569,C,53,MTR,0,0,Newspaper,Heavy Rain, , ,1,NNW,1,NNW,BOLSA KNOLLS,10/13/2009,1800,36.7384,-121.6366,36.7377,-121.635,The Pacific Coast Christian Academy and Little Lamb Preschool flooded after Little Bear Creek breached its banks. At least one foot of standing water remained in the school through the evening.,"A strong low pressure system made its way through Northern and Central California accompanied by deep tropical moisture and very strong winds.  Heavy rain combined with the wind to cause numerous trees, tree limbs and pole/telephone powers to fall.  Pacific Gas and Electric reported over 277,000 customers had lost power in the San Francisco and Monterey Bay Areas with a cost of over thirteen million dollars in damages.  The record breaking heavy rain also led to flooding and debris flows.",22,,
227091,MONTEREY CO.,POSTS,10/13/2009,1600,Flash Flood, , ,0,0,20000,0,CA,PST-8, ,34569,C,53,MTR,0,0,Newspaper,Heavy Rain, , ,7,SE,7,W,LUCIA,10/13/2009,1630,36.1668,-121.6779,36.1634,-121.6747,"A debris flow closed both lanes of Highway 1 at mile marker 37 around 4:15 p.m. PDT.  Also, some flooding occurred along the Big Sur River.","A strong low pressure system made its way through Northern and Central California accompanied by deep tropical moisture and very strong winds.  Heavy rain combined with the wind to cause numerous trees, tree limbs and pole/telephone powers to fall.  Pacific Gas and Electric reported over 277,000 customers had lost power in the San Francisco and Monterey Bay Areas with a cost of over thirteen million dollars in damages.  The record breaking heavy rain also led to flooding and debris flows.",23,,
200616,MONTEREY CO.,ARROYO CENTER,10/13/2009,1700,Flood, , ,0,0,0,0,CA,PST-8, ,34569,C,53,MTR,0,0,River/Stream Gage,Heavy Rain, , ,1,NW,1,SE,ARROYO CENTER,10/13/2009,2100,36.2357,-121.4793,36.2249,-121.4607,At 6:50 p.m. PDT the Arroyo Seco Creek was nearly a foot over flood stage.,"A strong low pressure system made its way through Northern and Central California accompanied by deep tropical moisture and very strong winds.  Heavy rain combined with the wind to cause numerous trees, tree limbs and pole/telephone powers to fall.  Pacific Gas and Electric reported over 277,000 customers had lost power in the San Francisco and Monterey Bay Areas with a cost of over thirteen million dollars in damages.  The record breaking heavy rain also led to flooding and debris flows.",24,,
213568,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,01/18/2010,900,High Wind,54.00, ,0,0,45000,0,CA,PST-8,EG,36751,Z,530,MTR,0,0,Mesonet, , , , , , , , ,01/18/2010,1500, , , , ,"High winds combined with heavy rain caused trees and power lines to fall across the coastal sections of Monterey County. In Carmel, a large tree limb broke free and damaged a car; on Rio Vista Drive near the mouth of Carmel Valley, a Monterey pine tree was knocked over causing the closure of the road; and another vehicle was damaged due to tree debris on Santa Lucia Avenue. In Pebble Beach a power pole was knocked down on Padre Lane blocking the roadway. Other weather related power problems occurred causing nearly 1,500 customers to lose electricity in Monterey County. A mesonet site at Point Sur Light Station reported an estimated gust to 62 mph at 10:00 a.m. PST. The Monterey Peninsula Airport reported a wind gust to 52 mph at 10:41 a.m. PST.","The first in a series of significant storms brought strong winds and heavy rain to the San Francisco and Monterey Bay areas. This storm developed over the Pacific Ocean with a strong parent low pressure based in the Gulf of Alaska. Over 51,000 customers lost power across the San Francisco Bay area with nearly 3,500 customers without power in the Monterey Bay area. Numerous power lines and trees were knocked down when strong wind combined with saturated soil.",25,,
213739,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,01/20/2010,500,High Wind,50.00, ,0,0,220000,0,CA,PST-8,EG,36727,Z,530,MTR,0,0,Newspaper, , , , , , , , ,01/20/2010,1000, , , , ,"Strong winds knocked over numerous trees and power lines along the Coast of Monterey County. In Pacific Grove a pine tree fell onto a house along Sunset Drive. In Monterey, a pine tree fell onto an apartment building along Dela Vina Avenue and damaged a single-family home next door as the root ball was ripped out of the ground. In Carmel-By-The-Sea, Junipero Street was closed between Tenth and Eleventh Avenues for about two hours after a tree fell bringing power lines down with it.","The third in a series of significant storms brought strong winds and heavy rain to the San Francisco and Monterey Bay areas. This storm, the strongest of the week, developed over the Pacific Ocean with a strong parent low pressure based in the Gulf of Alaska. Around 159,000 customers lost power across the San Francisco Bay area with nearly 22,000 customers without power in the Monterey Bay area. Numerous power lines and trees were knocked down when strong wind combined with saturated soil. Also, areas of flooding occurred causing mainly problems for vehicles.",26,,
213757,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,01/20/2010,600,High Surf, , ,0,0,30000,0,CA,PST-8, ,36727,Z,530,MTR,0,0,Newspaper, , , , , , , , ,01/20/2010,1600, , , , ,"Damaging surf along Monterey counties coast has caused erosion concerns along State Highway One. About nine miles north of the San Luis Obispo county line, officials have closed the highway for night travel. At the opening of the Carmel River, high waves pushed sand and debris across the State Beach parking lot, caused a portion of the bluff supporting Scenic Road to slump, and have eroded the terrace bluff south of the lagoon damaging the stairway.","The third in a series of significant storms brought strong winds and heavy rain to the San Francisco and Monterey Bay areas. This storm, the strongest of the week, developed over the Pacific Ocean with a strong parent low pressure based in the Gulf of Alaska. Around 159,000 customers lost power across the San Francisco Bay area with nearly 22,000 customers without power in the Monterey Bay area. Numerous power lines and trees were knocked down when strong wind combined with saturated soil. Also, areas of flooding occurred causing mainly problems for vehicles.",27,,
213646,MONTEREY CO.,GREENFIELD,01/20/2010,800,Flood, , ,0,0,0,0,CA,PST-8, ,36727,C,53,MTR,0,0,Newspaper,Heavy Rain, , ,1,N,1,W,GREENFIELD,01/20/2010,1200,36.3345,-121.23,36.32,-121.248,Heavy rain caused flooding in Greenfield.,"The third in a series of significant storms brought strong winds and heavy rain to the San Francisco and Monterey Bay areas. This storm, the strongest of the week, developed over the Pacific Ocean with a strong parent low pressure based in the Gulf of Alaska. Around 159,000 customers lost power across the San Francisco Bay area with nearly 22,000 customers without power in the Monterey Bay area. Numerous power lines and trees were knocked down when strong wind combined with saturated soil. Also, areas of flooding occurred causing mainly problems for vehicles.",28,,
213649,MONTEREY CO.,CHUALAR,01/20/2010,800,Flood, , ,0,0,0,0,CA,PST-8, ,36727,C,53,MTR,0,0,Newspaper,Heavy Rain, , ,1,NW,0,NW,CHUALAR,01/20/2010,1000,36.5807,-121.5317,36.5718,-121.5218,Heavy rain caused flooding along State Highway 101 just north of Chualar. California Highway Patrol slowed traffic on Highway 101 because of the flooding.,"The third in a series of significant storms brought strong winds and heavy rain to the San Francisco and Monterey Bay areas. This storm, the strongest of the week, developed over the Pacific Ocean with a strong parent low pressure based in the Gulf of Alaska. Around 159,000 customers lost power across the San Francisco Bay area with nearly 22,000 customers without power in the Monterey Bay area. Numerous power lines and trees were knocked down when strong wind combined with saturated soil. Also, areas of flooding occurred causing mainly problems for vehicles.",29,,
213647,SOUTHERN SALINAS VALLEY / ARROYO SECO / LAKE SAN ANTONIO (ZONE), ,01/20/2010,900,Strong Wind,39.00, ,0,0,50000,0,CA,PST-8,EG,36727,Z,516,MTR,0,0,Newspaper, , , , , , , , ,01/20/2010,1100, , , , ,Strong winds uprooted a tree in King City causing damage to an apartment complex located in the 300 block of Russ Avenue.,"The third in a series of significant storms brought strong winds and heavy rain to the San Francisco and Monterey Bay areas. This storm, the strongest of the week, developed over the Pacific Ocean with a strong parent low pressure based in the Gulf of Alaska. Around 159,000 customers lost power across the San Francisco Bay area with nearly 22,000 customers without power in the Monterey Bay area. Numerous power lines and trees were knocked down when strong wind combined with saturated soil. Also, areas of flooding occurred causing mainly problems for vehicles.",30,,
213761,MONTEREY CO.,DEL REY OAKS,01/20/2010,1430,Hail,1.00, ,0,0,0,0,CA,PST-8, ,36727,C,53,MTR,0,0,Public, , , ,1,S,1,S,DEL REY OAKS,01/20/2010,1445,36.5876,-121.8304,36.5876,-121.8304,An intense hail storm occurred near Ryan Ranch just south-southeast of Del Rey Oaks.,"The third in a series of significant storms brought strong winds and heavy rain to the San Francisco and Monterey Bay areas. This storm, the strongest of the week, developed over the Pacific Ocean with a strong parent low pressure based in the Gulf of Alaska. Around 159,000 customers lost power across the San Francisco Bay area with nearly 22,000 customers without power in the Monterey Bay area. Numerous power lines and trees were knocked down when strong wind combined with saturated soil. Also, areas of flooding occurred causing mainly problems for vehicles.",31,,
216577,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,02/13/2010,1300,Rip Current, , ,1,0,0,0,CA,PST-8, ,37234,Z,530,MTR,0,0,Newspaper, , , , , , , , ,02/13/2010,1330, , , , ,Two men entered the water at Carmel Beach and one man was swept out to sea by a rip current. The 34-year-old man's body was never found and he was presumed drowned. High surf was occurring at the time under a sunny sky.,A strong Pacific storm brought large waves to the California coast.,32,,
254073,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,07/03/2010,1745,High Surf, , ,2,5,0,0,CA,PST-8, ,43666,Z,530,MTR,0,0,Newspaper, , , , , , , , ,07/03/2010,1815, , , , ,"As many as ten people at Monastery Beach, south of Carmel, were caught by surprise as a sneaker wave washed them from the beach into the ocean. A Good Samaritan decided to help with the rescue and died after pulling at least one person to safety. Another beachgoer succumbed to injuries and died the next day. Five others were taken to local hospitals and then released.","Low pressure over the Pacific Ocean caused an eight to ten foot swell to travel into the coastal waters of California. At the coast, larger sets of waves, called sneaker waves, can move farther up the beaches than expected and catch visitors by surprise. These types of waves occurred at Monastery Beach, south of Carmel.",33,,
266263,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,10/25/2010,1500,Rip Current, , ,1,1,0,0,CA,PST-8, ,45891,Z,530,MTR,0,0,Newspaper, , , , , , , , ,10/25/2010,1530, , , , ,Two women were swept into the ocean by a sneaker wave at Carmel River Beach and taken out to sea by a rip current around 3:15 p.m. PST. One woman perished in the ocean and the other was rescued.,"An early storm for the season caused ocean waves to rise above ten feet leading to sets of higher waves washing onto area beaches. Also, stronger rip currents were occurring because of the enhanced wave action.",34,,
275776,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,12/28/2010,1700,Strong Wind,45.00, ,0,0,55000,0,CA,PST-8,EG,47354,Z,530,MTR,0,0,Newspaper, , , , , , , , ,12/29/2010,500, , , , ,"Strong wind and saturated soil caused trees to be uprooted in portions of the northern Big Sur coast and near Monterey. In Carmel Highlands, a tree was blown onto a house causing some damage. In the Monterey area wind removed tree branches which severed power lines resulting in numerous power outages across the peninsula. In all, more than 10,600 customers lost power.","A strong trough moved along the northern California coast bringing heavy rain and strong wind to the San Francisco Bay Area and central coast. Localized flooding, damaging wind, downed trees and power lines, and minor debris flows all occurred during this last week of the year. More than 77,000 households and businesses lost power during this storm.",35,,
275786,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,12/29/2010,1030,Strong Wind,45.00, ,0,0,20000,0,CA,PST-8,EG,47354,Z,530,MTR,0,0,Newspaper, , , , , , , , ,12/29/2010,1930, , , , ,"Strong wind knocked over a large Monterey pine in the area of Josselyn Canyon Road and Wagon Wheel Drive. The tree fell around 6:00 p.m. PST and damaged a power pole. About 20 minutes later, another pine tree fell nearby on Twin Oaks Drive, landing on an unoccupied sport utility vehicle. Both pine trees were about 100 feet tall.","A strong trough moved along the northern California coast bringing heavy rain and strong wind to the San Francisco Bay Area and central coast. Localized flooding, damaging wind, downed trees and power lines, and minor debris flows all occurred during this last week of the year. More than 77,000 households and businesses lost power during this storm.",36,,
277167,MONTEREY CO.,NASHUA,01/01/2011,2121,Heavy Rain, , ,0,0,4000,0,CA,PST-8, ,47575,C,53,MTR,0,0,Department of Highways, , , ,2,E,2,E,NASHUA,01/01/2011,2257,36.7235,-121.7265,36.7235,-121.7265,A large tree fell on an occupied vehicle causing the closure of State Route 183 in the Monterey Area at approximately 9:21 p.m. PST. The roadway was reopened at 10:57 p.m.,A strong storm system from the Gulf of Alaska affected the San Francisco and Monterey Bay areas from January 1st through January 4th. This system brought strong gusty winds and heavy rain to the area.,37,,
304117,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,03/11/2011,748,Tsunami, , ,0,0,1800000,0,CA,PST-8, ,49300,Z,530,MTR,0,0,Emergency Manager, , , , , , , , ,03/11/2011,2300, , , , ,Moss Landing Harbor sustained damages to docks and harbor structures during the tsunami.,"At 10:46 pm on March 10, 2011, a magnitude 8.9 earthquake struck near the coast of Honshu, Japan. The earthquake generated a tsunami significantly affecting California on March 11, 2011.",38,,
291542,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,03/16/2011,1630,Debris Flow, , ,0,0,2500000,0,CA,PST-8, ,49497,Z,530,MTR,0,0,County Official, , , , , , , , ,03/16/2011,1631, , , , ,"Heavy rain on saturated soils caused a large landslide on State Route One 13.7 miles north of Big Sur State Park at Rocky Creek. The roadway reopened to one-way controlled traffic on April 20, 2011.","A series of weather systems bringing heavy rain, strong winds, high surf, and a tornado affected the District on March 16-21, 2011. Two deaths occurred during this time.",39,,
289812,SOUTHERN MONTEREY BAY AND BIG SUR COAST (ZONE), ,03/24/2011,0,Debris Flow, , ,0,0,1190000,0,CA,PST-8, ,49420,Z,530,MTR,0,0,County Official, , , , , , , , ,03/27/2011,0, , , , ,"Heavy rain and high surf caused widespread flooding, mudslides, road closures, and downed power lines across Monterey County.",A series of systems affected the San Francisco and Monterey Bay areas with heavy rain and strong winds.,40,,
